"age_bracket","value"
"35-44 yr",29.1107168019044
"35-44 yr",27.8592071955433
"12-17 yr",24.5583780639026
"12-17 yr",17.5034205108995
"25-34 yr",38.5032158766661
"25-34 yr",38.1452793251228
"35-44 yr",39.7032394668591
"25-34 yr",45.5080944222119
"25-34 yr",29.4337697436286
"35-44 yr",27.9360755156667
"45+ yr",18.9998210330725
"25-34 yr",37.5578525074365
"25-34 yr",36.8230582092447
"25-34 yr",39.3441149752706
"25-34 yr",31.6130119051569
"25-34 yr",42.2794092193345
"25-34 yr",38.4830549876316
"18-24 yr",13.1865041808188
"18-24 yr",29.0659733877816
"25-34 yr",33.3609957074827
"25-34 yr",46.8440138028736
"18-24 yr",25.1825115326304
"35-44 yr",42.1734117167625
"18-24 yr",12.8335649917422
"18-24 yr",21.7932177348261
"45+ yr",23.4432723875344
"35-44 yr",28.1840184002802
"25-34 yr",33.7084347435342
"35-44 yr",37.5996026000947
"12-17 yr",20.5351787282828
"25-34 yr",34.5940344835389
"12-17 yr",30.0911711875046
"25-34 yr",49.5610116482411
"12-17 yr",23.7651556963628
"18-24 yr",34.838677304147
"25-34 yr",41.1736831429012
"25-34 yr",46.1384079509018
"25-34 yr",31.6431923887556
"35-44 yr",26.1256007978468
"18-24 yr",21.5087243691277
"25-34 yr",42.6157438508292
"25-34 yr",37.2381730636231
"25-34 yr",37.5250902830816
"25-34 yr",36.4674801529698
"18-24 yr",17.969308374065
"25-34 yr",36.8567408536711
"45+ yr",22.4890015844843
"45+ yr",19.8411665996337
"35-44 yr",26.5750911997779
"25-34 yr",39.3356055483231
"25-34 yr",43.6357043437304
"25-34 yr",36.5597502382337
"25-34 yr",39.8613325301825
"25-34 yr",45.8683331329542
"25-34 yr",31.683652296538
"12-17 yr",21.7289733488181
"25-34 yr",42.1977357993605
"25-34 yr",34.81261143415
"35-44 yr",35.6843573062572
"35-44 yr",42.3888370311411
"35-44 yr",31.5779047978144
"35-44 yr",28.7007876774024
"12-17 yr",20.5211511508894
"35-44 yr",38.1275277749793
"25-34 yr",38.0143683262052
"18-24 yr",19.3429477045645
"18-24 yr",24.6833458221451
"35-44 yr",24.3499292832196
"45+ yr",15.4734502397298
"25-34 yr",35.6195003137793
"25-34 yr",37.2751210146525
"18-24 yr",28.2897175051782
"25-34 yr",36.1785881934856
"25-34 yr",44.7518926317652
"18-24 yr",34.3155217228543
"25-34 yr",46.3711269194031
"12-17 yr",18.3851968112666
"25-34 yr",28.585782408491
"25-34 yr",44.5973494015161
"12-17 yr",20.0734713838929
"25-34 yr",43.2417395856163
"35-44 yr",38.6606918682745
"18-24 yr",26.8931982354782
"18-24 yr",23.7839611752425
"25-34 yr",27.2401239456016
"35-44 yr",32.2669266302618
"25-34 yr",38.3153900825135
"45+ yr",18.2013737142625
"18-24 yr",28.9443768617104
"25-34 yr",45.9554263927609
"25-34 yr",39.2986444148734
"12-17 yr",27.6167939252042
"25-34 yr",44.1660557155884
"18-24 yr",27.7331478255961
"18-24 yr",29.5502532515586
"25-34 yr",44.2558230775812
"25-34 yr",35.9606210541881
"45+ yr",16.1308323278088
"25-34 yr",44.3569898167829
"12-17 yr",21.6708520336269
"25-34 yr",48.5327115414469
"18-24 yr",23.1512099060345
"25-34 yr",35.9172805007862
"18-24 yr",21.3122813315831
"25-34 yr",45.4676289003289
"12-17 yr",26.6724694141265
"25-34 yr",49.0030088613069
"18-24 yr",20.2707244073873
"35-44 yr",32.285474394616
"12-17 yr",26.360677875288
"18-24 yr",23.2856131449285
"12-17 yr",15.6499236259953
"12-17 yr",24.1650384286093
"35-44 yr",27.2157605497956
"45+ yr",22.2054009268665
"18-24 yr",31.2290288351542
"18-24 yr",22.1940156744635
"25-34 yr",42.8956105987798
"12-17 yr",29.1438362658344
"35-44 yr",32.2622613908573
"12-17 yr",17.7279602276054
"35-44 yr",31.7447145173294
"25-34 yr",38.7795710412774
"18-24 yr",22.1103701848891
"25-34 yr",42.7960236547292
"18-24 yr",21.942251052215
"25-34 yr",39.7059361347132
"25-34 yr",40.1042524908144
"25-34 yr",36.2084261263462
"18-24 yr",28.1846853600877
"35-44 yr",28.7725550199162
"18-24 yr",21.954267495243
"12-17 yr",20.0640290565719
"35-44 yr",35.050662680588
"35-44 yr",32.7025741504178
"18-24 yr",30.1603915873215
"35-44 yr",26.1899406936578
"35-44 yr",33.0210340796035
"12-17 yr",18.7708063277243
"18-24 yr",23.1681732718232
"25-34 yr",44.3857224347
"25-34 yr",47.3522095530677
"12-17 yr",19.1728231537025
"12-17 yr",33.2614424792504
"25-34 yr",38.746240110915
"35-44 yr",28.854846165518
"25-34 yr",51.2679541956831
"18-24 yr",22.1523754594181
"25-34 yr",36.7396703481378
"35-44 yr",25.1043699246109
"25-34 yr",41.1220745003421
"12-17 yr",16.8507405330736
"25-34 yr",43.1279121791256
"25-34 yr",41.595558427748
"35-44 yr",21.724757288931
"35-44 yr",33.1142404117928
"25-34 yr",37.6811504349048
"25-34 yr",33.7628173781799
"25-34 yr",43.4353838744212
"35-44 yr",31.5649647893472
"25-34 yr",40.7282737646934
"25-34 yr",37.1712634350583
"18-24 yr",19.8201014592524
"25-34 yr",46.8205447714068
"25-34 yr",40.0843864698993
"25-34 yr",43.3235631398573
"25-34 yr",41.464925496867
"35-44 yr",33.6472357558759
"12-17 yr",13.3003828518661
"18-24 yr",23.0536378985368
"45+ yr",15.8888568480341
"35-44 yr",33.2828686759543
"25-34 yr",35.9351752752028
"25-34 yr",37.5885776349479
"18-24 yr",18.4941112582246
"18-24 yr",22.2885972312628
"45+ yr",19.1649577678282
"35-44 yr",37.4891313830073
"25-34 yr",31.6357904488672
"25-34 yr",44.6840424351097
"12-17 yr",15.9093293020255
"35-44 yr",27.5659328534653
"45+ yr",23.8664725947251
"25-34 yr",35.9858826702245
"25-34 yr",42.5100221369737
"25-34 yr",32.7580362631656
"35-44 yr",31.8212468848006
"25-34 yr",42.3845598054212
"45+ yr",13.5581099663507
"35-44 yr",36.2907296587557
"18-24 yr",29.6437364715229
"35-44 yr",29.2926000034378
"25-34 yr",32.2169251572096
"25-34 yr",44.2110693344458
"25-34 yr",37.4460685916611
"18-24 yr",15.3421093573148
"25-34 yr",39.3314900372405
"35-44 yr",32.8029793112855
"12-17 yr",8.86817276173358
"12-17 yr",13.0525576896343
"35-44 yr",31.6498295873606
"12-17 yr",19.4115568797578
"25-34 yr",40.5593481112753
"18-24 yr",20.3291246721614
"18-24 yr",25.4897967447202
"12-17 yr",25.4298157202642
"25-34 yr",42.1353764976099
"18-24 yr",22.458229631459
"12-17 yr",22.9566306526908
"18-24 yr",31.381056075384
"25-34 yr",47.8740351688591
"12-17 yr",29.1613982851546
"35-44 yr",31.6814284484045
"45+ yr",12.6985098391443
"35-44 yr",37.3785685011198
"45+ yr",24.9681044465711
"35-44 yr",25.1613403212615
"25-34 yr",43.2505115862456
"25-34 yr",38.0060609388193
"25-34 yr",41.8936984648686
"25-34 yr",47.8459178631212
"18-24 yr",30.9095061841875
"18-24 yr",25.8796314846063
"18-24 yr",21.6773057097916
"12-17 yr",25.5060984938611
"18-24 yr",30.483602839859
"35-44 yr",29.5316843166049
"25-34 yr",48.1054395030809
"25-34 yr",45.7429261806985
"25-34 yr",48.0458998467239
"25-34 yr",47.5669401960203
"25-34 yr",45.4057471483506
"25-34 yr",40.5623743110542
"12-17 yr",34.4314514460881
"25-34 yr",38.8357752023034
"35-44 yr",22.4567573983509
"25-34 yr",46.2378879249689
"25-34 yr",40.5685126324503
"25-34 yr",36.6828333710894
"18-24 yr",32.3533505894572
"18-24 yr",26.6258685035888
"18-24 yr",15.5065151782705
"18-24 yr",21.647825003962
"35-44 yr",31.5324935481926
"12-17 yr",21.8369425579548
"45+ yr",17.4118369588469
"35-44 yr",32.7187993123166
"25-34 yr",41.3884359662646
"12-17 yr",20.9397017538418
"18-24 yr",26.4246364344645
"35-44 yr",33.4712730466775
"18-24 yr",26.6886251155117
"25-34 yr",42.7067414899279
"18-24 yr",26.6857348892378
"25-34 yr",42.9136708996994
"35-44 yr",30.7325598214372
"25-34 yr",45.483678397432
"25-34 yr",38.440912026965
"18-24 yr",28.7762501919206
"18-24 yr",17.6210753332293
"12-17 yr",23.0352892177063
"25-34 yr",29.8693693540076
"18-24 yr",29.5259828496582
"35-44 yr",25.6671582122072
"35-44 yr",31.8819780097983
"25-34 yr",30.595472075175
"18-24 yr",29.2634659298343
"35-44 yr",33.0427796735138
"25-34 yr",44.8186318919697
"25-34 yr",36.1430410968867
"25-34 yr",38.8634243947484
"25-34 yr",43.2921904856046
"25-34 yr",40.3266558598696
"25-34 yr",42.2535844874082
"12-17 yr",23.3405486004694
"25-34 yr",43.2363605055407
"18-24 yr",28.2391181144979
"35-44 yr",34.0762192026994
"18-24 yr",28.2115140482975
"25-34 yr",51.4766986083599
"35-44 yr",25.8361870354509
"35-44 yr",36.9261728332758
"12-17 yr",25.3978375443362
"25-34 yr",41.3956499457061
"25-34 yr",47.664122870401
"18-24 yr",22.9131779168238
"25-34 yr",36.4011389219382
"35-44 yr",31.377862956934
"25-34 yr",46.2194049651232
"18-24 yr",28.7587836125691
"18-24 yr",28.6472116407651
"35-44 yr",34.1224903686306
"12-17 yr",18.7473762427497
"25-34 yr",33.1247055968277
"25-34 yr",42.1100125011236
"18-24 yr",27.0619230711048
"18-24 yr",33.5849839017558
"35-44 yr",30.7740625259557
"25-34 yr",38.9528915334622
"25-34 yr",44.6358252354905
"35-44 yr",32.1712670628259
"25-34 yr",50.8114853667854
"25-34 yr",37.7076157249255
"18-24 yr",35.616466866824
"25-34 yr",42.2300571481099
"35-44 yr",33.9402684268807
"18-24 yr",26.1724182419317
"18-24 yr",26.9250730956751
"45+ yr",19.1981750044665
"45+ yr",13.8054192388211
"25-34 yr",37.9363070234366
"25-34 yr",38.2286682948112
"18-24 yr",21.107736096608
"25-34 yr",28.146454434897
"35-44 yr",34.7343170276033
"45+ yr",19.7321299370525
"25-34 yr",34.62484944762
"18-24 yr",27.8906854654397
"18-24 yr",29.8118602536459
"35-44 yr",41.2711193858144
"25-34 yr",32.4139557054058
"18-24 yr",27.5879375979834
"12-17 yr",20.6854921228684
"18-24 yr",27.0692455443182
"25-34 yr",35.0635094312898
"25-34 yr",38.631149536428
"35-44 yr",37.6932328333825
"25-34 yr",39.6296021043122
"45+ yr",11.3730164175702
"25-34 yr",39.8364020687918
"35-44 yr",27.7569407894983
"18-24 yr",26.4422240619324
"18-24 yr",21.5472995938474
"35-44 yr",37.669012510237
"35-44 yr",24.4720811897919
"12-17 yr",17.2281358537438
"12-17 yr",22.9567027376306
"25-34 yr",37.2826674854725
"25-34 yr",47.2925671036227
"12-17 yr",13.7571542907898
"35-44 yr",25.7491555170575
"18-24 yr",24.747677487786
"25-34 yr",35.7827715170102
"25-34 yr",40.7842182865432
"25-34 yr",45.1336092782719
"25-34 yr",38.235631244087
"25-34 yr",42.4336297848317
"35-44 yr",32.7142030305497
"18-24 yr",24.0703345229644
"18-24 yr",18.0254283741606
"12-17 yr",23.2040580587134
"45+ yr",11.9140200862447
"18-24 yr",24.6355655346236
"25-34 yr",41.7566708686711
"25-34 yr",41.1370230912233
"35-44 yr",31.2613741841797
"45+ yr",11.645032846395
"35-44 yr",33.3433923881648
"12-17 yr",11.0087415217704
"18-24 yr",27.8943168462141
"25-34 yr",34.9304874627665
"35-44 yr",24.1060790559357
"35-44 yr",23.5142675986635
"35-44 yr",30.3186135677681
"45+ yr",19.205809351796
"25-34 yr",39.4809369527764
"35-44 yr",24.2121143201062
"35-44 yr",25.7354443094535
"35-44 yr",30.0139557742011
"35-44 yr",28.8981055164575
"25-34 yr",39.834592335662
"18-24 yr",25.3788257923637
"45+ yr",20.1353989281272
"12-17 yr",20.3391090725548
"35-44 yr",29.2517904711567
"25-34 yr",39.3575221745444
"45+ yr",18.768152956383
"25-34 yr",35.4006836305216
"35-44 yr",22.3771503091375
"25-34 yr",43.8478947318877
"35-44 yr",24.0929272525508
"35-44 yr",23.3659569277762
"18-24 yr",26.394343006355
"45+ yr",14.5698861714036
"45+ yr",28.2680972096464
"25-34 yr",43.4382960471732
"25-34 yr",39.0750636707128
"25-34 yr",41.8412847241432
"12-17 yr",14.7897018416695
"25-34 yr",40.899365791497
"25-34 yr",39.2712592552674
"12-17 yr",14.8407112110891
"35-44 yr",26.8411940352272
"45+ yr",14.2564588642591
"35-44 yr",31.7606919472114
"35-44 yr",37.5362285143354
"25-34 yr",44.1405452531354
"45+ yr",17.3548352826071
"12-17 yr",19.1630155672379
"18-24 yr",25.7067429531438
"25-34 yr",35.4911677014935
"25-34 yr",39.4604771036323
"12-17 yr",27.4908045447164
"25-34 yr",37.5189374813199
"18-24 yr",30.9050873495929
"25-34 yr",39.7869995688194
"25-34 yr",45.0955998882548
"12-17 yr",25.0522893003854
"25-34 yr",36.9502178986854
"25-34 yr",40.8593829236762
"35-44 yr",37.7653944565504
"12-17 yr",22.4328971091834
"18-24 yr",20.2907233636889
"35-44 yr",34.5828758134106
"18-24 yr",16.8798834269084
"25-34 yr",43.7133889450763
"25-34 yr",37.1484441652449
"12-17 yr",23.9565203842765
"12-17 yr",21.0252110863319
"25-34 yr",44.8209014610743
"18-24 yr",17.8615570453055
"12-17 yr",19.5992524678023
"35-44 yr",37.9772037650842
"25-34 yr",45.5615986569697
"35-44 yr",23.29799090653
"25-34 yr",34.0859038859519
"18-24 yr",30.6337463488109
"25-34 yr",49.7173507170841
"25-34 yr",36.5286880330842
"35-44 yr",30.7634323590019
"18-24 yr",24.1057331772936
"18-24 yr",21.6358925176243
"18-24 yr",18.8233358567388
"12-17 yr",23.7263176518218
"18-24 yr",31.8950735708718
"25-34 yr",42.4623659425224
"25-34 yr",34.6667809885531
"12-17 yr",32.2692180700844
"12-17 yr",23.625363856696
"25-34 yr",35.3900979729521
"25-34 yr",38.4678011743616
"25-34 yr",41.3495237973513
"35-44 yr",31.9988919026054
"18-24 yr",30.8344173093624
"35-44 yr",34.2060708553044
"12-17 yr",23.2686497521021
"18-24 yr",25.2027084756192
"18-24 yr",23.5906535840992
"18-24 yr",18.8773614722073
"25-34 yr",45.984081518544
"25-34 yr",43.3301979590149
"18-24 yr",25.0920349878918
"18-24 yr",19.8989972037914
"45+ yr",19.9543557863609
"45+ yr",20.7006714437153
"45+ yr",22.1674814787864
"35-44 yr",39.510532756716
"25-34 yr",42.0356939737559
"35-44 yr",36.624172270173
"18-24 yr",28.8335606103482
"35-44 yr",27.4120777536176
"25-34 yr",49.968438837372
"12-17 yr",14.8385828551656
"35-44 yr",25.4201381772372
"18-24 yr",27.25501746137
"35-44 yr",35.7532747599981
"25-34 yr",49.8374591296758
"12-17 yr",18.4641004253457
"35-44 yr",20.5380637107102
"25-34 yr",48.8681844847576
"35-44 yr",38.1165347097273
"35-44 yr",40.4338157609982
"25-34 yr",45.229119084966
"18-24 yr",21.2407952250695
"18-24 yr",29.798366245238
"18-24 yr",27.2242458244914
"18-24 yr",17.9319488632189
"35-44 yr",30.6318446996636
"25-34 yr",33.1842113361537
"35-44 yr",27.9527515649031
"35-44 yr",26.3111342832961
"18-24 yr",18.7033591246448
"25-34 yr",37.7972294618729
"25-34 yr",46.0878521800641
"18-24 yr",24.0926552546737
"25-34 yr",42.8680321341178
"45+ yr",25.183885512055
"25-34 yr",31.8137940066576
"12-17 yr",27.14257222359
"25-34 yr",42.0947447759148
"45+ yr",25.14505950886
"25-34 yr",45.5822707573544
"25-34 yr",30.9494849278815
"45+ yr",22.0171667489496
"35-44 yr",32.3472075340832
"25-34 yr",36.4432209876822
"12-17 yr",25.8657033795981
"35-44 yr",31.0916434299288
"45+ yr",21.2554417378633
"18-24 yr",25.0654141789381
"25-34 yr",33.7727835778531
"18-24 yr",12.6114152016177
"18-24 yr",29.2394889227826
"12-17 yr",16.5051855456109
"25-34 yr",33.0964309518472
"25-34 yr",37.3154336625332
"18-24 yr",19.9253580126406
"45+ yr",24.7260569286424
"45+ yr",18.5978256529917
"12-17 yr",19.2098393553913
"25-34 yr",45.7378531081273
"45+ yr",19.4261239654734
"18-24 yr",25.3079773657839
"25-34 yr",35.2362891733206
"12-17 yr",20.0970768556751
"35-44 yr",36.0638268077322
"18-24 yr",26.0014571597747
"45+ yr",18.1366091325058
"35-44 yr",38.1024755582917
"25-34 yr",45.4531761324732
"25-34 yr",37.1891961698019
"18-24 yr",27.2645428532305
"25-34 yr",36.806540724223
"18-24 yr",30.939095642392
"35-44 yr",30.6764945809629
"18-24 yr",28.228072848441
"18-24 yr",20.849536050496
"25-34 yr",26.6766010761573
"25-34 yr",42.5659682634498
"45+ yr",20.8746841899463
"25-34 yr",31.5124309647764
"12-17 yr",19.2536693059495
"45+ yr",28.8900346288379
"35-44 yr",23.6437094313464
"25-34 yr",31.8677220970386
"25-34 yr",44.1618659213732
"25-34 yr",39.7451865908878
"25-34 yr",41.3427304012271
"18-24 yr",19.7855399236575
"25-34 yr",40.0509210370716
"18-24 yr",23.2657249798403
"25-34 yr",35.2100793996082
"18-24 yr",22.4172539711304
"12-17 yr",28.0306008845437
"25-34 yr",46.7992800527966
"45+ yr",27.45161348461
"18-24 yr",17.1665434031162
"12-17 yr",31.4440975298399
"25-34 yr",39.7598007275875
"35-44 yr",26.5465689793763
"35-44 yr",33.6088936656181
"12-17 yr",16.0801238431581
"12-17 yr",20.6295786696897
"25-34 yr",39.3282296989398
"25-34 yr",39.3555938338131
"45+ yr",23.0714032836966
"25-34 yr",45.4946431013148
"35-44 yr",32.5742222796944
"25-34 yr",38.445537068507
"18-24 yr",24.4996570491081
"12-17 yr",20.8164051532413
"18-24 yr",27.1194799017665
"25-34 yr",35.8778163657555
"12-17 yr",24.1713491133661
"18-24 yr",17.671707170657
"18-24 yr",31.26719129886
"25-34 yr",38.331304873415
"25-34 yr",38.3496745346107
"35-44 yr",23.3556539361907
"45+ yr",28.2493250812421
"25-34 yr",31.6106365593195
"35-44 yr",36.6425778917697
"25-34 yr",39.9172933288631
"25-34 yr",32.9560678277571
"12-17 yr",19.7094655551327
"12-17 yr",21.0009174483848
"35-44 yr",28.6175464692235
"25-34 yr",42.0598151134969
"45+ yr",21.4233077859758
"35-44 yr",29.7311377932038
"18-24 yr",27.3796997412574
"35-44 yr",31.1598322351661
"35-44 yr",34.4979457569807
"35-44 yr",29.4031228536052
"35-44 yr",36.3306449360834
"18-24 yr",25.7924920210926
"12-17 yr",25.3052991045048
"35-44 yr",18.9234415826679
"25-34 yr",48.5487482045392
"25-34 yr",39.5136847748561
"18-24 yr",26.9789613105053
"18-24 yr",26.7399282923601
"18-24 yr",24.2031320243933
"12-17 yr",26.4241082397833
"25-34 yr",33.2179858830872
"18-24 yr",17.6305596431741
"18-24 yr",25.0639067909401
"25-34 yr",40.1392325437837
"25-34 yr",47.7759501579695
"25-34 yr",33.4666451060108
"35-44 yr",27.8959770020346
"12-17 yr",20.0012613990296
"25-34 yr",35.6825667158688
"18-24 yr",24.8219762862676
"25-34 yr",37.6682076589315
"25-34 yr",40.6172698388064
"18-24 yr",35.9001185746224
"25-34 yr",39.2375316543007
"18-24 yr",23.4664473302951
"25-34 yr",42.8290414749795
"12-17 yr",24.1046190300737
"18-24 yr",16.0587649563362
"35-44 yr",23.5461524040814
"35-44 yr",29.5868451269123
"35-44 yr",30.7513788572903
"25-34 yr",41.9726104329331
"45+ yr",19.0658721560606
"12-17 yr",14.9365511820129
"12-17 yr",32.586942343324
"25-34 yr",36.8347060497028
"25-34 yr",39.555591698931
"25-34 yr",45.1293863631359
"25-34 yr",31.7450229243238
"25-34 yr",32.9860390470588
"25-34 yr",33.3182200954379
"25-34 yr",43.5366298940355
"12-17 yr",17.3380461502996
"35-44 yr",31.5887851665161
"35-44 yr",25.8301842921336
"18-24 yr",28.1154948111312
"12-17 yr",21.4449057797235
"25-34 yr",50.3208112392626
"45+ yr",25.6353942931668
"18-24 yr",16.4818875993443
"12-17 yr",23.2076940660849
"25-34 yr",43.8806034450014
"35-44 yr",26.6688002690523
"25-34 yr",36.6398558488125
"35-44 yr",16.1178212100676
"18-24 yr",15.6716723364275
"35-44 yr",33.3717315571901
"25-34 yr",52.5436985978875
"25-34 yr",39.0892188406356
"25-34 yr",39.7726286506483
"12-17 yr",20.9412473098857
"18-24 yr",22.5108412917856
"45+ yr",24.9209543858727
"25-34 yr",49.9726715332206
"25-34 yr",37.1832477391899
"35-44 yr",28.2650544484827
"25-34 yr",38.556938271893
"18-24 yr",28.386160599912
"18-24 yr",21.4994025562375
"25-34 yr",47.7663118286819
"18-24 yr",29.6458579372541
"18-24 yr",33.5631889250305
"18-24 yr",25.4653227348624
"35-44 yr",28.1021638358232
"35-44 yr",23.032129472334
"25-34 yr",36.6338694764777
"18-24 yr",18.9934340392563
"25-34 yr",42.9361229359057
"45+ yr",24.6117937616767
"25-34 yr",40.2234223709439
"45+ yr",15.1508909152264
"18-24 yr",30.2818785483134
"18-24 yr",38.929851522108
"25-34 yr",35.7264267566186
"25-34 yr",40.051954937862
"35-44 yr",34.0281462178394
"35-44 yr",27.5855349233563
"25-34 yr",32.4680210207616
"35-44 yr",27.1394735576187
"45+ yr",17.1520873727762
"18-24 yr",20.6300273192788
"25-34 yr",43.7441506140596
"35-44 yr",24.535173121394
"25-34 yr",39.1515502745616
"25-34 yr",38.4902348860333
"45+ yr",19.6094845249202
"12-17 yr",19.8753205963624
"35-44 yr",37.0428798180058
"25-34 yr",40.8754895501303
"45+ yr",17.8255664705252
"12-17 yr",34.7816215606002
"12-17 yr",22.5006022616605
"25-34 yr",42.9487288995803
"35-44 yr",32.5268014986508
"18-24 yr",17.8527913091547
"25-34 yr",37.5550094911209
"25-34 yr",42.095839281719
"35-44 yr",22.4846465262544
"35-44 yr",36.4319541939483
"25-34 yr",49.0272325925427
"35-44 yr",29.4819705734895
"25-34 yr",36.4613372798998
"25-34 yr",50.8114670295553
"35-44 yr",24.2430154722581
"12-17 yr",19.3040431945728
"18-24 yr",27.8266541589641
"25-34 yr",46.4638755635733
"45+ yr",18.792612812736
"12-17 yr",24.4519842530783
"35-44 yr",34.8186126249776
"25-34 yr",40.2739878746004
"45+ yr",18.3468247576355
"25-34 yr",38.152747134071
"25-34 yr",43.5277927821729
"35-44 yr",28.4316251169254
"25-34 yr",30.878161689537
"35-44 yr",28.9553231840311
"25-34 yr",37.5349946287371
"25-34 yr",40.9963820577007
"45+ yr",22.7847340847611
"18-24 yr",30.0751480760394
"25-34 yr",49.4714861791171
"18-24 yr",27.8642811563109
"35-44 yr",39.1733760507326
"35-44 yr",37.6538107257501
"25-34 yr",27.3799895110574
"25-34 yr",34.6619240627789
"12-17 yr",26.0137038026207
"25-34 yr",34.4127740273281
"18-24 yr",34.207891708716
"35-44 yr",24.2698166180484
"45+ yr",13.771097617545
"18-24 yr",28.9975610853402
"12-17 yr",21.8613389606703
"35-44 yr",24.4678014427695
"25-34 yr",42.7645990361603
"25-34 yr",33.7101104726407
"25-34 yr",32.1318091220047
"25-34 yr",50.9507664871282
"25-34 yr",41.9110302557229
"18-24 yr",26.3116641180144
"35-44 yr",28.4133562897453
"35-44 yr",18.845921970368
"18-24 yr",19.1655470949429
"12-17 yr",20.7256143607525
"25-34 yr",39.9428993385853
"25-34 yr",45.2305493795974
"45+ yr",16.1468975605879
"25-34 yr",42.7649019239495
"25-34 yr",44.1336093049973
"25-34 yr",35.0267460823573
"12-17 yr",25.2517413539227
"35-44 yr",30.642539866258
"25-34 yr",37.7937998339759
"25-34 yr",40.7937016439685
"45+ yr",13.1268662762499
"45+ yr",20.1662472722407
"18-24 yr",22.9838021552048
"25-34 yr",43.450777711419
"25-34 yr",41.1833052264593
"18-24 yr",25.4482777904814
"25-34 yr",39.0274602651775
"18-24 yr",19.584040130174
"25-34 yr",34.1667986991065
"18-24 yr",32.218022435373
"12-17 yr",19.2605823796479
"12-17 yr",22.9152859265495
"25-34 yr",41.5169169969776
"25-34 yr",37.0676979441835
"12-17 yr",21.8068184594471
"18-24 yr",17.1917572617674
"25-34 yr",25.6799408747432
"35-44 yr",22.3667778229721
"12-17 yr",16.677953567121
"12-17 yr",23.6472378737642
"25-34 yr",30.6291181536759
"45+ yr",23.1387055502324
"45+ yr",25.4074586259132
"35-44 yr",28.3754080102945
"45+ yr",20.3688257610995
"25-34 yr",40.0286180823072
"35-44 yr",31.7416467319409
"18-24 yr",20.4638652003283
"45+ yr",25.9628949193531
"25-34 yr",39.5793143777825
"18-24 yr",31.7712501655836
"35-44 yr",24.587819277791
"45+ yr",24.5812581459985
"25-34 yr",41.3014427982359
"18-24 yr",25.9989734781664
"25-34 yr",32.9768192012014
"35-44 yr",28.1084668792032
"18-24 yr",22.8684346853696
"35-44 yr",27.1795088376273
"25-34 yr",34.5259693282259
"25-34 yr",38.95279774556
"35-44 yr",25.5733930940934
"25-34 yr",43.5313311425635
"18-24 yr",28.2212320188182
"18-24 yr",26.9985530828593
"35-44 yr",29.3338882207917
"35-44 yr",30.7134529840301
"35-44 yr",33.4414449755003
"45+ yr",25.9117801511646
"25-34 yr",42.8197725221652
"25-34 yr",44.406150029954
"25-34 yr",44.1588798750252
"25-34 yr",35.1371816501112
"25-34 yr",45.7646725457194
"35-44 yr",36.1470417814624
"25-34 yr",34.0839935978698
"35-44 yr",35.4919375576152
"12-17 yr",24.5916429705933
"12-17 yr",23.931124480516
"25-34 yr",40.6201814735254
"12-17 yr",20.8453550358224
"25-34 yr",44.530723477976
"35-44 yr",25.0224493177526
"25-34 yr",35.459361102448
"35-44 yr",25.0615879208139
"25-34 yr",35.3842750905862
"18-24 yr",20.8290387728127
"25-34 yr",45.4807246563917
"25-34 yr",34.2534259387704
"18-24 yr",27.6498146064223
"25-34 yr",32.0308097289331
"45+ yr",23.1621847341718
"12-17 yr",14.3962356768737
"35-44 yr",29.2484173148807
"25-34 yr",38.3294325208225
"25-34 yr",43.9109668321749
"45+ yr",14.4701674749227
"25-34 yr",36.8883771396884
"25-34 yr",43.8010900459543
"25-34 yr",39.5858430692478
"12-17 yr",20.2386958058664
"25-34 yr",43.5860076658197
"35-44 yr",29.4504209286187
"25-34 yr",32.9692229366859
"25-34 yr",43.7938999283925
"18-24 yr",27.7129273321758
"35-44 yr",33.1192287179036
"25-34 yr",44.1618937685579
"12-17 yr",21.411941412792
"25-34 yr",33.6462194010683
"18-24 yr",31.4409669952058
"18-24 yr",26.9259123246173
"25-34 yr",38.8894259529618
"25-34 yr",42.9465283259611
"18-24 yr",19.41378284362
"45+ yr",24.455697428194
"35-44 yr",21.9468783606125
"35-44 yr",28.268999390787
"25-34 yr",31.1314631596078
"18-24 yr",31.7166955053154
"25-34 yr",36.9155125484789
"35-44 yr",22.0745482752521
"25-34 yr",39.1515692005842
"25-34 yr",42.8640682467791
"18-24 yr",26.2832293814225
"35-44 yr",33.4317137225664
"25-34 yr",40.7787201869824
"25-34 yr",32.2917020523915
"35-44 yr",42.0880479947524
"25-34 yr",36.4025254931977
"45+ yr",25.3430310813864
"35-44 yr",34.6711234523357
"18-24 yr",30.7412697243473
"35-44 yr",30.6856340250757
"18-24 yr",29.4494109536121
"45+ yr",16.4585040893207
"25-34 yr",46.1712590441476
"18-24 yr",28.8064340970368
"18-24 yr",24.9393456008256
"18-24 yr",28.9029207627364
"35-44 yr",24.97449322652
"35-44 yr",32.4421020041192
"35-44 yr",27.963530007358
"35-44 yr",28.162756185105
"35-44 yr",28.3271020316022
"25-34 yr",33.5534341738968
"25-34 yr",40.903620345739
"25-34 yr",48.3130268133668
"25-34 yr",36.6807979303229
"25-34 yr",39.3219537318634
"45+ yr",19.2668274414328
"12-17 yr",24.1488742544165
"18-24 yr",25.96593573166
"25-34 yr",48.4328142451069
"25-34 yr",36.722173961017
